PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;VILA VELHA;507;1552939;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;ETC50720032020_1552939.rem;18;0;0;18;7;0;0;7;2.313,68;0,00;0,00;2.313,68
0;VITORIA;508;1552947;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;ETC50820032020_1552947.rem;5;0;0;5;3;0;0;3;733,13;0,00;0,00;733,13
0;VILA VELHA;507;1552940;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;ET50720032020_1552940.rem;13;0;0;13;5;0;0;5;1.408,46;0,00;0,00;1.408,46
0;VITORIA;508;1552948;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;ET50820032020_1552948.rem;34;0;0;34;13;0;0;13;3.295,77;0,00;0,00;3.295,77
0;VILA VELHA;507;1552941;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;E50720032020_1552941.rem;18;0;0;18;8;0;0;8;2.298,21;0,00;0,00;2.298,21
0;VITORIA;508;1552949;Primeira Via-PrintHouse;BOLETO;20/03/2020;06/02/2020;E50820032020_1552949.rem;62;0;0;62;25;0;0;25;5.779,30;0,00;0,00;5.779,30
0;VILA VELHA;507;1552946;Primeira Via-PrintHouse;CARTAO DE CREDITO;20/03/2020;06/02/2020;CTC50720032020_1552946.rem;3;0;0;3;1;0;0;1;377,00;0,00;0,00;377,00
0;VILA VELHA;507;1552944;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;DR150720032020_1552944.rem;3;0;0;3;1;0;0;1;106,59;0,00;0,00;106,59
0;VILA VELHA;507;1552942;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;DTC50720032020_1552942.rem;35;0;0;35;12;0;0;12;3.293,67;0,00;0,00;3.293,67
0;VITORIA;508;1552950;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;DTC50820032020_1552950.rem;24;0;0;24;9;0;0;9;3.223,57;0,00;0,00;3.223,57
0;VILA VELHA;507;1552943;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;DT50720032020_1552943.rem;25;0;0;25;8;0;0;8;2.746,20;0,00;0,00;2.746,20
0;VITORIA;508;1552951;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;DT50820032020_1552951.rem;89;0;0;89;31;0;0;31;8.508,65;0,00;0,00;8.508,65
0;VILA VELHA;507;1552945;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;D50720032020_1552945.rem;12;0;0;12;6;0;0;6;1.156,53;0,00;0,00;1.156,53
0;VITORIA;508;1552952;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;06/02/2020;D50820032020_1552952.rem;29;0;0;29;14;0;0;14;3.618,98;0,00;0,00;3.618,98
